"CreationDate","Revise","id","UTCTime"
"01.05.2023 18:00:26","<kaskad_properties><VersionStat>20221206</VersionStat><ArrivalStationID>1516</ArrivalStationID><TS_Version>108</TS_Version><PAK_Version>5.8 build 1073742079</PAK_Version</kaskad_properties>","1115","01.05.2023 15:00:26"
